Id,PostTypeId,ParentId,CreationDate,Score,Body,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,CommentCount,ContentLicense
46655198,2,46655042,2017-10-09T21:24:05.133,1,"<p><code>id</code> attribute is being stripped by HTML sanitizer. You need to check <code>allowUnsafeHtml</code> checkbox to turn it off:</p>

<p><a href=""https://i.stack.imgur.com/3utXR.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/3utXR.png"" alt=""html widget properties""></a></p>

<p><strong>PS</strong></p>

<p>Did you consider using <a href=""https://developers.google.com/picker/docs/"" rel=""nofollow noreferrer"">native Drive Picker</a>? It sounds easier than implementing file uploading/managing functionality from scratch.</p>
",454137,,,2017-10-09T21:24:05.133,2,CC BY-SA 3.0
46745876,2,46744192,2017-10-14T14:55:23.380,1,"<p>The Account Id should be the name of the account that you created: if your host name is <code>mycosmosdb.documents.azure.net</code>, then the account id is <code>mycosmosdb</code>.</p>

<p>The key is one of the passwords that you can find in the settings page (I was able to create a connection using one I got in the connection strings tab) on the Azure portal.</p>
",751090,,,2017-10-14T14:55:23.380,0,CC BY-SA 3.0
46821065,2,46801400,2017-10-19T00:09:25.543,1,"<p>Okay, so here is what I did: </p>

<p><strong>1. I created two Google Drive Table models: PORequests and Items.</strong></p>

<p>PORequests has fields like: PORequest Number, Vendor and the Total*.</p>

<p>*Note: The Total field had to be a String and not a number.</p>

<p>Items has fields like: ItemName, Quantity, Cost and Subtotal.</p>

<p><strong>2. I created a ONE to MANY relationship with the two datasources (PORequests as the owner).</strong> </p>

<p><strong>3. I created a page with two Tables.</strong> </p>

<p>Table 1's datasource = PORequests
Table 2's datasource = PORequests: Items (relation)*</p>

<p>This way if I click PORequest #1 in Table 1 I only see Items associated with that POR.</p>

<p>*Note: I set the Subtotal field to ""non-editable/label"", so no one accidentally changes it manually.</p>

<p><strong>4. Then I created a Client Script:</strong> </p>

<pre><code>/**
 * Locale constant that is used for currency formatting.
 */
var CURRENT_LOCALE = 'en-US';


/**
 * Calculates and formats total cost of all POR items.
 * @param {Array&lt;CartItem&gt;} PORItems - list of user's POR items.
 * @return {string} formatted total cost of all POR items.
 */
function getSubtotalTotal(PORItems) {
    var cost = PORItems.reduce(function(result, item) {
    return result + item.Subtotal;
  }, 0);
  var total = cost + app.datasources.PORequests_HideArchived.item.Tax + app.datasources.PORequests_HideArchived.item.Shipping;
  return '$' + total.toLocaleString(CURRENT_LOCALE, {minimumFractionDigits: 2});
}
</code></pre>

<p><strong>5. Then I set the onValueEdit for the Quantity and Cost fields to:</strong> </p>

<pre><code>widget.datasource.item.Subtotal = widget.datasource.item.Quantity * widget.datasource.item.Cost;

var subtotalTotal = getSubtotalTotal(app.datasources.PORequests.relations.Items.items);
app.datasources.PORequests.item.Total = subtotalTotal;
</code></pre>

<p>This tells App Maker to first: multiply the cost by the quantity and put that value in the Subtotal field.</p>

<p>Then it tells App Maker to: use the getSubtotalTotal script to add all the Subtotal values and put THAT value in the Total field of the PORequest datasource.</p>

<p>Hope all that helps someone in the future. </p>
",7465890,7465890,2017-10-27T23:18:38.483,2017-10-27T23:18:38.483,2,CC BY-SA 3.0
46821549,2,46739891,2017-10-19T01:23:39.330,2,"<p>I had to recreate the Cloud SQL database and specifically choose type as:</p>

<blockquote>
  <p>utf8mb4</p>
</blockquote>

<p>Cloud SQL defaults to utf8.  I could then import the data. </p>
",587773,,,2017-10-19T01:23:39.330,0,CC BY-SA 3.0
46822312,2,46088465,2017-10-19T03:13:18.537,0,"<p><strong>UPDATE:</strong> 
It's important that <em>Options</em> and <em>Value</em> are set as shown in the image below!</p>

<p><a href=""https://i.stack.imgur.com/ZinSG.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/ZinSG.png"" alt=""AppMaker Dropdown Settings""></a></p>

<p>However, <strong>I had trouble setting them that way</strong> <em>(read: wasted hours!)</em> until I wiped them both completely using <em>More options</em> in the binding picklist, and tried again (I had even tried on a brand new app!). I was being forced to choose <em>..projections..</em> and then a final field before the <strong>OK</strong> button would be available. </p>

<p>Not sure if AppMaker is buggy here or there is something simple I'm not understanding! </p>

<p>None of the coding in my original question is required.
Once set this way, binding just works as you would expect it!!
All other fields are set as <em>@datasource.item.</em> and are bound to whatever item is chosen.  No <em>Events</em> settings are necessary for the dropdown either, as I thought they might be.</p>
",587773,587773,2017-10-19T03:29:48.087,2017-10-19T03:29:48.087,0,CC BY-SA 3.0
46838297,2,46600731,2017-10-19T20:22:10.660,1,"<p>Thanks from a willing person within Microsoft, I've learned that as of today the Data Gateway for Power BI and PowerApps does not yet support local ADO.NET providers.</p>
",915364,,,2017-10-19T20:22:10.660,0,CC BY-SA 3.0
46858732,2,46776955,2017-10-20T23:51:13.647,1,"<blockquote>
  <p>struggling to understand relations versus how they are traditionally handled in SQL</p>
</blockquote>

<p>You can configure your app to use Cloud SQL database: <a href=""https://developers.google.com/appmaker/models/cloudsql"" rel=""nofollow noreferrer"">https://developers.google.com/appmaker/models/cloudsql</a></p>

<blockquote>
  <p>I cannot get the Metadata - Request relation to save</p>
</blockquote>

<p>Here is a snippet that should work(assuming that you are using datasource in autosave mode).</p>

<pre class=""lang-js prettyprint-override""><code>var allMetadataDs = app.datasources.AllMetadata;

// metadata record that you need should be selected at this point of time
var metadata = allMetadataDs.item;
var requestDs = app.datasources.RequestsByKey.modes.create;
var requestDraft = requestDs.item;

// This line should create relation between draft request record and
// existing Metadata record. 
requestDraft.Metadata = metadata;

// send your draft to server to save
requestDs.createItem(function(newRecord) {
  // log persisted request record asynchronously 
  console.log(newRecord);
});
</code></pre>

<p>By the way, your life will become way easier, if you add a drop down with metadata items to the request creation form.</p>
",454137,,,2017-10-20T23:51:13.647,0,CC BY-SA 3.0
46879872,2,46627009,2017-10-22T22:43:24.167,0,"<p>I was able to get the answer to this question from the <code>PowerApps</code> forum (<a href=""https://powerusers.microsoft.com/t5/PowerApps-Forum/Submitform-resets-toggles/m-p/62742#M25890"" rel=""nofollow noreferrer"">https://powerusers.microsoft.com/t5/PowerApps-Forum/Submitform-resets-toggles/m-p/62742#M25890</a>). </p>

<p>Basically, using <code>toggles</code> inside a <code>form</code> was the problem, since submitting forms causes the controls to reset. So the solution was to remove the form and include my toggles on a blank <code>canvas</code>. Then, instead of using <code>Submitform()</code>, I use the <code>Patch()</code> function like so</p>

<p><code>Patch(
    DataSourceName,
    Record,
    {
        DatasourceColumnname1: datasourcecolumnname1.Text,
        DatasourceColumnname2: datasourcecolumnname2.Text,
        ...
    })</code></p>

<p>Where <code>DatasourceColumnname1</code> is the name of the column in the data source, and  <code>datasourcecolumnname1.Text</code> is the information I would like added to the data source (in this case, text inside a <code>text input</code> box).</p>
",5890836,,,2017-10-22T22:43:24.167,0,CC BY-SA 3.0
46916888,2,46914814,2017-10-24T17:44:50.080,0,"<p>Pavel's link had the answer: I just had to remove all access at <a href=""https://security.google.com/settings/security/permissions"" rel=""nofollow noreferrer"">https://security.google.com/settings/security/permissions</a> and then re-authorize.  </p>

<p>Thanks, Pavel!</p>
",3490987,,,2017-10-24T17:44:50.080,0,CC BY-SA 3.0
46917027,2,46882235,2017-10-24T17:54:10.483,2,"<p>The short answer is that a grid widget requires a datasource. However, you can create a datasource parameter or a page parameter of type List and set your grid datasource equal to this parameter. Then you can use client scripts to manipulate the datasource and read or write it back to your datasource field using string to object conversions and using object to string conversions, however your field must have a string separator like a comma or similar that is used as a parser when converting between string and object. An App Maker application export file for an example is posted here: <a href=""https://groups.google.com/forum/#!topic/appmaker-users/G3UIPRRAR60"" rel=""nofollow noreferrer"">https://groups.google.com/forum/#!topic/appmaker-users/G3UIPRRAR60</a>.</p>
",5322594,,,2017-10-24T17:54:10.483,1,CC BY-SA 3.0
46921746,2,46921029,2017-10-24T23:53:28.710,1,"<p>You need to set filtered datasource for the dropdown options/names:</p>

<pre class=""lang-js prettyprint-override""><code>@datasources.PORequest_HideArchived.items
</code></pre>

<p>and for the dropdown select row's item relation:</p>

<pre class=""lang-js prettyprint-override""><code>@datatsource.item.PORequest
</code></pre>
",454137,,,2017-10-24T23:53:28.710,1,CC BY-SA 3.0
46978771,2,46978495,2017-10-27T15:38:21.157,0,"<p>If App Script doesn't allow to do something explicitly, then most likely it is forbidden. App Script nests web apps within multiple sandboxed iframes and overrides most built-in browser objects. I had a quick look at API reference and haven't found any API to manipulate page title in runtime. The only way to set tile I found in their API is this function:</p>

<p><a href=""https://developers.google.com/apps-script/reference/html/html-output#setTitle(String)"" rel=""nofollow noreferrer"">https://developers.google.com/apps-script/reference/html/html-output#setTitle(String)</a></p>

<p>It sets title to the output html that is sent to client. You can achieve the same result in App Maker by simple renaming your app.</p>
",454137,,,2017-10-27T15:38:21.157,0,CC BY-SA 3.0
47025945,2,47025667,2017-10-30T23:56:45.920,1,"<p>I would recommend to use server script for this:</p>

<pre class=""lang-js prettyprint-override""><code>// query records
var records = app.models.Item.newQuery().run();

// generate email HTML body
var emailBody = records.reduce(function(str, item) {
  str += '&lt;p&gt;' + item.Name + ', ' + item.Cost + ', ' + item.Quantity + '&lt;/p&gt;'
});

// hand off generated HTML to other function
// that will actually send email
sendEmail(emailBody);
</code></pre>

<p>You can call this Server Script from Model Events or explicitly from client using <code>google.script.run</code>. You also can pass some filters to narrow records set to be sent.</p>
",454137,,,2017-10-30T23:56:45.920,0,CC BY-SA 3.0
47129909,2,47087186,2017-11-06T04:48:07.847,0,"<p>yes I was missing the Hidden and Locked Menu pagefragment.
Everything works now :)</p>
",5663011,,,2017-11-06T04:48:07.847,0,CC BY-SA 3.0
47176131,2,47060216,2017-11-08T09:36:28.570,0,"<p>Use <a href=""https://powerapps.microsoft.com/en-us/tutorials/function-clear-collect-clearcollect/"" rel=""nofollow noreferrer"">Collect()</a> to add all the details to a temporary table and display the collection in a gallery.</p>

<p>When the user hits the '+' symbol collect all the info you need and reset the input field.</p>
",7668728,,,2017-11-08T09:36:28.570,0,CC BY-SA 3.0
